,inicio,fin,sector,subsector,producto,tipo,precio_euro_kg
420,2018-01-15,2018-01-21,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.45
421,2018-01-15,2018-01-21,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.39
422,2018-01-15,2018-01-21,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.11
423,2018-01-15,2018-01-21,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.59
424,2018-01-15,2018-01-21,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.53
425,2018-01-15,2018-01-21,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Pera (Eco),0.64
426,2018-01-15,2018-01-21,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Rama (Eco),0.79
427,2018-01-15,2018-01-21,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Redondo (Eco),0.49
428,2018-01-15,2018-01-21,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.67
429,2018-01-15,2018-01-21,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.72
430,2018-01-15,2018-01-21,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.24
435,2018-01-22,2018-01-28,Frutales,Frutales de cáscara,Almendra,Pepita,4.54
436,2018-01-22,2018-01-28,Frutales,Frutales de cáscara,Almendra,Pepita,5.34
465,2018-01-22,2018-01-28,Hortalizas,Hortícolas al aire libre,Zanahoria,Nantesa,0.33
467,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.73
468,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.3
469,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.74
472,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.97
473,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.43
474,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,1.01
478,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.54
479,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.26
480,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.53
484,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,2.2
485,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,0.87
486,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,2.5
487,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,2.83
488,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,1.05
489,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,3.21
492,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.81
493,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.65
494,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.92
495,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.98
496,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.33
497,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,1.04
498,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.82
499,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.52
500,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.92
504,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,California,1.31
505,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,California,0.46
506,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,California,1.37
507,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,California,1.38
508,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,California,0.62
509,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,California,0.92
510,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,California,0.41
511,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,California,0.95
512,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,California,1.01
513,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,California,0.33
514,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,California,0.33
515,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,California,0.56
516,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,California,0.23
517,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,California,0.51
518,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,1.11
519,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,0.26
520,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.94
521,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.72
522,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,1.01
523,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.81
524,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.34
525,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.86
526,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.81
527,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.39
528,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.89
529,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.51
530,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.19
531,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.52
534,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,Snack,1.97
535,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Pimiento,Snack,0.33
538,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,1.09
539,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,0.58
540,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,0.9
541,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.43
542,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.19
543,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.42
544,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.44
545,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.47
546,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.51
549,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.48
550,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.26
551,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.44
552,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.61
553,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.39
554,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.64
555,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.42
556,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.26
557,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.31
558,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.61
559,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.19
560,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.21
561,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.76
562,2018-01-22,2018-01-28,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.0
563,2018-01-22,2018-01-28,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Berenjena_Eco,Larga (Eco),1.13
564,2018-01-22,2018-01-28,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Calabacin_Eco,Verde (Eco),1.43
565,2018-01-22,2018-01-28,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pepino_Eco,Tipo Holandés O Almería (Eco),1.52
566,2018-01-22,2018-01-28,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.53
567,2018-01-22,2018-01-28,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.39
568,2018-01-22,2018-01-28,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),0.97
569,2018-01-22,2018-01-28,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.67
570,2018-01-22,2018-01-28,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.54
571,2018-01-22,2018-01-28,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Pera (Eco),0.66
572,2018-01-22,2018-01-28,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Rama (Eco),0.74
573,2018-01-22,2018-01-28,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Redondo (Eco),0.5
574,2018-01-22,2018-01-28,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.76
575,2018-01-22,2018-01-28,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.65
576,2018-01-22,2018-01-28,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.24
581,2018-01-29,2018-04-02,Frutales,Frutales de cáscara,Almendra,Pepita,4.5
582,2018-01-29,2018-04-02,Frutales,Frutales de cáscara,Almendra,Pepita,5.19
583,2018-01-29,2018-04-02,Frutales,Frutales de cáscara,Almendra,Pepita,5.4
612,2018-01-29,2018-04-02,Hortalizas,Hortícolas al aire libre,Zanahoria,Nantesa,0.33
614,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.47
615,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.23
616,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.49
619,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.92
620,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.38
621,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.96
625,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.51
626,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.24
627,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.54
631,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,2.05
632,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,0.84
633,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,2.36
634,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,2.73
635,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,1.1
636,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,3.25
639,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.62
640,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.49
641,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.71
642,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.9
643,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.28
644,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.95
645,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.71
646,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.49
647,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.8
651,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,California,1.32
652,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,California,0.46
653,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,California,1.35
654,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,California,1.4
655,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,California,0.56
656,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,California,0.87
657,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,California,0.4
658,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,California,0.92
659,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,California,1.07
660,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,California,0.28
661,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,California,0.35
662,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,California,0.57
663,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,California,0.25
664,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,California,0.54
665,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,1.16
666,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,0.25
667,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.93
668,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.71
669,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,1.01
670,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.88
671,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.38
672,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.95
673,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.86
674,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.42
675,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.96
676,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.57
677,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.2
678,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.59
681,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,Snack,1.88
682,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Pimiento,Snack,0.28
685,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,1.04
686,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,0.57
687,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,0.87
688,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.47
689,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.2
690,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.45
691,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.44
692,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.5
693,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.53
696,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.38
697,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.24
698,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.44
699,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.54
700,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.28
701,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.55
702,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.49
703,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.34
704,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.32
705,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.73
706,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.19
707,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.82
708,2018-01-29,2018-04-02,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.0
709,2018-01-29,2018-04-02,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Berenjena_Eco,Larga (Eco),1.19
710,2018-01-29,2018-04-02,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Calabacin_Eco,Verde (Eco),1.46
711,2018-01-29,2018-04-02,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pepino_Eco,Tipo Holandés O Almería (Eco),1.69
712,2018-01-29,2018-04-02,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.51
713,2018-01-29,2018-04-02,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.45
714,2018-01-29,2018-04-02,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.06
715,2018-01-29,2018-04-02,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.8
716,2018-01-29,2018-04-02,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.36
717,2018-01-29,2018-04-02,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Pera (Eco),0.6
718,2018-01-29,2018-04-02,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Rama (Eco),0.75
719,2018-01-29,2018-04-02,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Redondo (Eco),0.45
720,2018-01-29,2018-04-02,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.9
721,2018-01-29,2018-04-02,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.8
722,2018-01-29,2018-04-02,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.35
727,2018-05-02,2018-11-02,Frutales,Frutales de cáscara,Almendra,Pepita,4.56
728,2018-05-02,2018-11-02,Frutales,Frutales de cáscara,Almendra,Pepita,4.9
729,2018-05-02,2018-11-02,Frutales,Frutales de cáscara,Almendra,Pepita,5.31
758,2018-05-02,2018-11-02,Hortalizas,Hortícolas al aire libre,Zanahoria,Nantesa,0.32
760,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.81
761,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.3
762,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.83
764,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,1.11
765,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.53
766,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,1.16
770,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.9
771,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.4
772,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.96
776,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,2.01
777,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,0.81
778,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,2.2
779,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,3.32
780,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,1.29
781,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,3.77
784,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.6
785,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.47
786,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.68
787,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.92
788,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.3
789,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,1.02
790,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.81
791,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.55
792,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.9
796,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Pimiento,California,1.14
797,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Pimiento,California,0.4
798,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Pimiento,California,1.19
799,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Pimiento,California,1.25
800,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Pimiento,California,0.31
801,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Pimiento,California,0.84
802,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Pimiento,California,0.39
803,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Pimiento,California,0.89
804,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Pimiento,California,0.81
805,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Pimiento,California,0.29
806,2018-05-02,2018-11-02,Hortalizas,Hortícolas protegidos,Pimiento,California,0.36
